step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,,,
5.0,0,0.0,0.0,12.544210222946065,0,0.0,0.9005139847684571,0,0.0,False,,
10.0,0,0.0,0.0,11.712374914893905,0,0.0,0.8496735255126059,0,0.0,False,,
15.0,3,4.0,0.2222222222222222,7.03097499392458,3,4.0,0.3954395990706553,3,4.0,False,,
20.0,6,27.0,1.5,7.762737502612391,6,27.0,0.47040533187397626,6,27.0,False,,
25.0,6,57.0,2.7142857142857144,7.616001489346111,6,57.0,0.4148167986544841,6,57.0,False,,
30.0,10,100.0,5.0,6.81781749346392,10,100.0,0.3457717745078682,10,100.0,False,,
35.0,10,150.0,7.5,4.310158807438986,10,150.0,0.21044520902900918,10,150.0,False,,
40.0,8,154.0,5.923076923076923,5.724497608394383,8,183.0,0.37462438067876325,8,183.0,False,,
45.0,6,177.0,6.103448275862069,8.055693946250205,6,181.0,0.5055825763092271,6,181.0,False,,
50.0,4,74.0,2.466666666666667,6.677908113154256,4,142.0,0.37158224419478614,4,142.0,False,,
55.0,9,116.0,3.8666666666666667,6.605160524885597,9,120.0,0.3398911594631778,9,120.0,False,,
60.0,7,119.0,4.407407407407407,6.301270206537747,7,146.0,0.27978686120956514,7,146.0,False,,
65.0,6,138.0,4.928571428571429,7.9553189092102965,6,145.0,0.4510404673908892,6,145.0,False,,
70.0,4,115.0,4.423076923076923,7.345496278019348,4,138.0,0.36343423925524104,4,138.0,False,,
75.0,9,149.0,4.65625,7.689250232436802,9,156.0,0.43551226417028577,9,156.0,False,,
80.0,6,149.0,4.966666666666667,8.154482836972111,6,178.0,0.525189805226181,6,178.0,False,,
85.0,3,141.0,4.40625,7.742222994464105,3,162.0,0.4637001484498189,3,162.0,False,,
90.0,8,22.0,0.7333333333333333,6.434107925369117,8,41.0,0.3191627264109237,8,41.0,False,,
95.0,13,81.0,2.53125,5.440316537850203,13,97.0,0.19673992338772142,13,97.0,False,,
100.0,13,105.0,3.6206896551724137,5.163043478856332,13,142.0,0.2610468098506446,13,142.0,False,,
105.0,8,122.0,4.066666666666666,6.061245185895756,8,149.0,0.29121765182757037,8,149.0,False,,
110.0,6,95.0,2.7142857142857144,7.27456206556919,6,139.0,0.40762153341901985,6,139.0,False,,
115.0,11,139.0,4.34375,6.5974007359894955,11,161.0,0.36521495764705425,11,161.0,False,,
120.0,10,151.0,4.71875,5.1899466358912445,10,188.0,0.27021833164466347,10,188.0,False,,
125.0,10,169.0,4.970588235294118,6.205776037173218,10,197.0,0.29125860278759774,10,197.0,False,,
130.0,10,219.0,7.064516129032258,8.078653124107671,10,224.0,0.37256630887947034,10,224.0,False,,
135.0,6,55.0,1.8333333333333333,6.363467371368038,6,176.0,0.33787818219137006,6,176.0,False,,
140.0,10,71.0,2.5357142857142856,6.552752684657778,10,100.0,0.3385518824279173,10,100.0,False,,
145.0,7,79.0,2.46875,7.087020677737721,7,102.0,0.3719274260233835,7,102.0,False,,
150.0,6,96.0,2.823529411764706,8.73990442999029,6,111.0,0.550543200891571,6,111.0,False,,
155.0,2,6.0,0.2,7.379963465333294,2,75.0,0.43752846536885504,2,75.0,False,,
160.0,9,34.0,1.0625,6.33683910969501,9,49.0,0.3093463651262342,9,49.0,False,,
165.0,16,108.0,3.7241379310344827,5.061109237058695,16,123.0,0.16423155906789497,16,123.0,False,,
170.0,14,112.0,3.6129032258064515,4.693311007683091,14,165.0,0.25649907814583833,14,165.0,False,,
175.0,8,106.0,3.925925925925926,5.334896947335602,8,163.0,0.24808138188029508,8,163.0,False,,
180.0,8,146.0,4.709677419354839,7.9339237324293,8,162.0,0.3400487586861914,8,162.0,False,,
185.0,10,194.0,5.878787878787879,8.699890641300275,10,194.0,0.4529798566379838,10,194.0,False,,
190.0,8,125.0,4.032258064516129,7.049898172868527,8,181.0,0.4065814777557522,8,181.0,False,,
195.0,13,178.0,6.137931034482759,6.54600313032731,13,178.0,0.2998130355727762,13,178.0,False,,
200.0,9,197.0,6.354838709677419,6.381393725857086,9,219.0,0.25688342957886656,9,219.0,False,,
205.0,8,235.0,8.392857142857142,7.251184201110198,8,238.0,0.32971701098683076,8,238.0,False,,
